,total_departure,total_arrival,departure_distance_avg,arrival_distance_avg,departure_taxi_avg,arrival_taxi_avg,city_name,code4,latitude,longitude,altitude_ft,city_id,fips,population,temp_avg,pcp_avg,strike_avg,damage_avg,enplanements,length_ft_sum,width_ft_avg,runway_count,security_avg
FSM,2051.0,2051.0,344.0472940029254,344.0472940029254,14.990570719602978,3.8348214285714284,fort,KFSM,35.33660125732422,-94.36740112304688,469.0,15025,5131,125562,61.25933609958504,4.218008298755185,1.25,0.0,86973.0,13002.0,150.0,2.0,5.157894736842105
FWA,7081.0,7080.0,415.6256178505861,415.3382768361582,18.02106017191977,5.814517285898723,fort,KFWA,40.97850037,-85.19509888,814.0,17806,18003,328564,50.533195020746916,3.3148962655601646,0.0,0.0,372030.0,24002.0,125.0,3.0,1.0
GCC,833.0,833.0,313.0,313.0,18.40389294403893,5.506067961165049,gillette,KGCC,44.3488998413,-105.539001465,4365.0,3052,56005,34378,45.17925311203323,1.234356846473029,0.0,0.0,27136.0,13303.0,112.5,2.0,2.6666666666666665
GCK,731.0,731.0,404.0,404.0,12.517680339462517,4.2358757062146895,garden,KGCK,37.9275016785,-100.72399902299999,2891.0,26177,20055,30206,55.021991701244794,1.5787136929460575,0.0,0.0,25243.0,13000.0,100.0,2.0,1.4210526315789473
GEG,12348.0,12351.0,702.5404923874312,702.6945186624565,14.444064762834595,3.937621990891347,spokane,KGEG,47.61989974975586,-117.53399658203124,2376.0,317,53063,403043,47.077178423236525,1.6891701244813278,3.25,0.4166666666666667,1872781.0,19200.0,150.0,2.0,3.8852459016393444
GFK,2106.0,2108.0,384.5811965811966,384.33918406072104,18.780240963855423,4.451566265060241,grand,KGFK,47.949298999999996,-97.176102,845.0,7511,38035,66159,40.31286307053943,1.8205809128630697,3.25,0.4166666666666667,114578.0,18755.0,96.25,4.0,1.9166666666666667
GGG,803.0,803.0,140.0,140.0,13.713178294573643,4.571428571428571,longview,KGGG,32.38399887084961,-94.71150207519531,365.0,4687,48183,100196,65.70829875518673,3.8945643153526963,1.5,0.08333333333333333,24588.0,16109.0,150.0,2.0,2.606060606060606
GJT,3750.0,3725.0,418.60293333333334,418.32939597315436,15.65599784830554,3.8683005655803933,grand,KGJT,39.1223983765,-108.527000427,4858.0,12411,8077,136688,48.16929460580913,1.3665145228215767,0.3333333333333333,0.0,221978.0,16003.0,112.5,2.0,4.078947368421052
GNV,4492.0,4492.0,327.93276936776493,327.93143365983974,13.624773550724637,4.033401038140375,gainesville,KGNV,29.6900997162,-82.27179718020001,152.0,2686,12001,199695,69.73485477178421,4.302572614107886,0.0,0.0,233955.0,11662.0,125.0,2.0,1.375
GPT,4230.0,4230.0,430.9274231678487,430.9274231678487,13.823034383265208,4.6191392161577305,gulfport,KGPT,30.40730094909668,-89.07009887695312,28.0,26618,28047,221348,67.13526970954355,5.340414937759337,3.3333333333333335,0.16666666666666666,359055.0,20937.0,150.0,3.0,9.470588235294118
GRB,4846.0,4844.0,277.6256706562113,277.5499587118084,16.21360457724094,4.2492060131272495,green,KGRB,44.48509979248047,-88.12960052490234,695.0,961,55009,208625,45.06182572614111,2.8076763485477185,0.0,0.0,314909.0,19099.0,125.0,3.0,1.0
GRI,1001.0,1001.0,644.3986013986014,644.3986013986014,14.156122448979591,5.3404689092762485,grand,KGRI,40.96749877929688,-98.30960083007812,1847.0,8097,31079,53424,50.71825726141077,2.2523651452282163,0.6666666666666666,0.0,63298.0,13610.0,125.0,2.0,1.3870967741935485
GRK,2999.0,2998.0,147.71157052350785,147.71614409606406,16.630122950819672,4.098192976474599,killeen,KGRK,31.067199706999997,-97.8289031982,1015.0,4705,48027,247489,67.27385892116185,2.934522821576763,0.0,0.0,154328.0,10000.0,200.0,1.0,1.25
GRR,17340.0,17338.0,503.4900807381776,513.2398200484485,15.795060276389297,5.799388882359854,grand,KGRR,42.88079834,-85.52279663,794.0,25442,26081,11731,48.01161825726139,3.1965975103734414,9.583333333333334,0.8333333333333334,1631398.0,23501.0,133.33333333333334,3.0,4.111111111111111
GSO,12974.0,12982.0,377.84831200863266,377.8713603450932,18.613786515959564,6.128553279339368,greensboro,KGSO,36.097801208496094,-79.93730163574219,925.0,7383,37081,335588,59.140663900414964,3.7111618257261387,2.3333333333333335,0.4166666666666667,938593.0,25381.0,150.0,3.0,2.3333333333333335
GSP,13624.0,13624.0,367.36127422196125,366.72812683499706,15.775594389859746,4.085170190433348,greenville,KGSP,34.895698547399995,-82.2189025879,964.0,27411,45045,467894,60.54771784232364,4.387593360995851,1.5,0.08333333333333333,1133012.0,11000.0,150.0,1.0,3.74468085106383
GTF,1856.0,1856.0,647.0862068965517,647.6745689655172,13.83027027027027,4.2201189832341806,great,KGTF,47.48199844,-111.3710022,3680.0,26259,30013,65624,43.529460580912826,1.4078008298755182,0.5833333333333334,0.25,176434.0,21153.0,125.0,3.0,2.693877551020408
GTR,1021.0,1021.0,241.0,241.0,19.084729064039408,3.691625615763547,columbus,KGTR,33.450298309299995,-88.59140014649999,264.0,26667,28087,31701,63.454356846473004,4.6484647302904545,0.3333333333333333,0.0,46246.0,8002.0,150.0,1.0,51.6875
GUC,230.0,230.0,758.4869565217391,758.4869565217391,13.716814159292035,3.8008849557522124,gunnison,KGUC,38.53390121,-106.9329987,7680.0,12521,8051,7075,38.85809128630705,1.842282157676348,0.16666666666666666,0.0,36238.0,12400.0,150.0,2.0,8.67741935483871
HDN,930.0,930.0,870.7172043010753,870.7172043010753,19.396247240618102,5.4769736842105265,hayden,KHDN,40.48120117,-107.21800230000001,6606.0,12648,8107,1932,40.318257261410785,2.1045643153526963,1.4166666666666667,0.0,100079.0,10000.0,150.0,1.0,2.5
HLN,1811.0,1810.0,555.8221976808393,555.8011049723757,19.14784053156146,3.6515235457063713,helena,KHLN,46.6068000793457,-111.98300170898438,3877.0,26412,30049,50227,41.323236514522804,1.8364730290456424,0.5,0.08333333333333333,115438.0,16633.0,100.0,3.0,2.8260869565217392
HOU,57841.0,57841.0,698.8376756971699,698.7917221348179,11.543199691054626,5.493782274212246,houston,KHOU,29.64539909,-95.27890015,46.0,5553,48201,5446468,69.92489626556022,4.438174273858919,0.0,0.0,7053886.0,26352.0,137.5,4.0,7.343283582089552
HPN,9875.0,9895.0,784.8953924050633,785.6827690752906,16.42837653478854,5.21437578814628,white,KHPN,41.06700134277344,-73.70760345458984,439.0,9666,36119,59047,52.270124481327805,4.08091286307054,10.833333333333334,1.5833333333333333,789283.0,10999.0,150.0,2.0,20.294117647058822
HRL,3443.0,3444.0,318.65669474295674,318.6498257839721,11.463550852439742,3.272274325908558,harlingen,KHRL,26.228500366210934,-97.65440368652344,36.0,5241,48061,136968,75.06099585062243,2.07713692946058,0.0,0.0,302236.0,21507.0,150.0,3.0,1.7
HSV,8619.0,8620.0,419.528947673744,419.67412993039443,15.974893415442917,4.99313446969697,huntsville,KHSV,34.637199401855,-86.775100708008,629.0,14867,1089,309716,60.75518672199169,4.768423236514525,0.0,0.0,580932.0,22606.0,150.0,2.0,2.8
HTS,879.0,878.0,446.7656427758817,446.25740318906605,10.3214709371293,5.179245283018868,huntington,KHTS,38.36669922,-82.55799866,828.0,1798,54011,194155,55.7979253112033,3.797676348547722,0.0,0.0,101701.0,9516.0,105.0,2.0,3.5789473684210527
HVN,1031.0,1031.0,157.8690591658584,157.8690591658584,10.198481561822126,3.23952738990333,new,KHVN,41.26369858,-72.88680267,12.0,20096,9009,568144,50.79751037344398,4.039128630705395,0.0,0.0,38991.0,9226.0,125.0,2.0,3.0
HYA,89.0,89.0,196.0,196.0,8.875,3.590909090909091,barnstable,KHYA,41.66930008,-70.28040314,54.0,19267,25001,241132,51.014937759336114,4.042780082987552,0.8333333333333334,0.08333333333333333,28341.0,10677.0,150.0,2.0,1.0
HYS,1078.0,1079.0,209.36363636363637,209.29008341056533,14.562085308056872,4.403791469194313,hays,KHYS,38.84220123,-99.27320099,1999.0,25624,20051,21525,54.77053941908713,2.042282157676348,0.5833333333333334,0.08333333333333333,11996.0,11000.0,87.5,2.0,1.1666666666666667
IAD,68700.0,68683.0,920.4528238719068,912.519721037229,19.806774999630345,5.914917225156451,washington,KIAD,38.94449997,-77.45580292,312.0,20580,24031,565,55.25477178423236,3.7242323651452303,0.0,0.0,11621623.0,45003.0,150.0,4.0,2.4
IAG,811.0,810.0,1019.7879161528977,1019.5950617283951,14.271589486858574,8.164160401002507,niagara,KIAG,43.1072998046875,-78.94619750976562,589.0,8842,36063,48460,48.732780082987546,2.9541493775933643,0.16666666666666666,0.08333333333333333,119182.0,18991.0,125.0,3.0,1.0
IAH,173806.0,173782.0,825.0526794241856,825.1199261143272,18.94428198524496,8.352258440046565,houston,KIAH,29.98439979553223,-95.34140014648438,97.0,5553,48201,5446468,69.92489626556022,4.438174273858919,0.0,0.0,21157398.0,50402.0,150.0,5.0,4.1525423728813555
ICT,10538.0,10537.0,572.1735623457962,573.0677612223593,14.184668654419545,4.465404574284067,wichita,KICT,37.649898529052734,-97.43309783935548,1333.0,25976,20173,483057,57.45186721991703,2.900082987551869,4.583333333333333,0.8333333333333334,812252.0,23903.0,150.0,3.0,5.275862068965517
IDA,2167.0,2166.0,320.10429164743886,320.0406278855032,14.913506012950972,4.442387783433595,idaho,KIDA,43.51459884643555,-112.0709991455078,4744.0,19872,16019,97548,42.36390041493779,1.76298755186722,0.0,0.0,161019.0,13053.0,112.5,2.0,1.8095238095238095
ILM,6585.0,6585.0,314.34168564920276,314.34168564920276,15.32812749003984,4.281692381103865,wilmington,KILM,34.27059936523437,-77.90260314941406,32.0,7017,37129,245910,63.526556016597496,4.667717842323654,2.5833333333333335,0.16666666666666666,468816.0,15020.0,175.0,2.0,1.2727272727272727
IMT,652.0,651.0,297.1641104294479,297.2258064516129,15.16304347826087,4.472049689440993,iron,KIMT,45.8184013367,-88.11450195309999,1182.0,25453,26043,18568,41.24896265560168,2.521659751037345,0.08333333333333333,0.0,19552.0,10312.0,112.5,2.0,1.0
IND,48932.0,48931.0,721.584648083054,719.8277574543745,15.101290818765719,6.245666181667013,indianapolis,KIND,39.7173,-86.294403,797.0,17945,18097,1564699,52.49253112033195,3.752199170124482,13.666666666666666,1.0833333333333333,4655847.0,28805.0,150.0,3.0,2.0
INL,650.0,650.0,255.0,255.0,17.14397496087637,4.259375,international,KINL,48.566200256347656,-93.4030990600586,1185.0,24393,27071,6581,38.49917012448133,2.2424896265560177,0.16666666666666666,0.08333333333333333,17225.0,9507.0,112.5,2.0,1.6
ISP,6151.0,6153.0,806.5592586571289,807.2902649114253,11.2027208599261,4.619359167924845,islip,KISP,40.79520035,-73.10019684,99.0,8954,36103,5611,52.642738589211596,3.8276763485477177,0.0,0.0,811535.0,20401.0,131.25,4.0,22.511111111111113
ITH,985.0,986.0,353.41421319796956,353.2505070993915,21.46728016359918,3.9508196721311477,ithaca,KITH,42.49100112915039,-76.4583969116211,1099.0,9390,36109,2244,46.707053941908704,3.4120746887966806,0.0,0.0,99070.0,8619.0,100.0,2.0,1.7272727272727273
JAC,4206.0,4208.0,686.6749881122206,686.7999049429658,19.00647016534867,4.066714490674318,jacksn,KJAC,43.6072998046875,-110.73799896240234,6451.0,3098,56039,132,35.57800829875519,2.9110788381742747,0.75,0.16666666666666666,381539.0,6300.0,150.0,1.0,4.18
JAN,7746.0,7746.0,428.01161890007745,428.08843273947843,14.440311304577232,4.744274809160306,jackson,KJAN,32.3111991882,-90.0758972168,346.0,26692,28049,338185,65.32282157676346,4.735684647302903,0.0,0.0,489454.0,17000.0,150.0,2.0,12.725
JAX,31340.0,31342.0,630.6446075303127,631.7222576734094,13.937232108065983,5.601160190556437,jacksonville,KJAX,30.49410057067871,-81.68789672851562,30.0,2646,12031,1156291,69.4838174273859,4.027676348547719,12.916666666666666,0.9166666666666666,3135508.0,17701.0,150.0,2.0,14.265060240963855
JFK,129684.0,129684.0,1235.322846303322,1235.5732781222048,27.497322899505765,9.683894097304844,new,KJFK,40.63980103,-73.77890015,13.0,9715,36059,9953,54.264730290456434,3.8736099585062216,0.0,0.0,30620769.0,44990.0,200.0,4.0,17.197674418604652
JLN,805.0,805.0,327.0,327.0,17.680715197956577,4.39108280254777,joplin,KJLN,37.151798248291016,-94.49829864501952,981.0,23414,29097,86298,57.6634854771784,3.765560165975103,0.5833333333333334,0.16666666666666666,40013.0,16606.0,108.33333333333333,3.0,1.0
LAN,3513.0,3512.0,202.08966695132366,202.01765375854214,17.52303680092727,4.375144843568946,lansing,KLAN,42.77870178222656,-84.58740234375,861.0,25114,26065,320928,48.07053941908711,2.97896265560166,0.0,0.0,184018.0,15853.0,115.0,3.0,1.6363636363636365
LAR,625.0,624.0,113.0,113.0,20.140776699029125,4.656401944894651,laramie,KLAR,41.31209945678711,-105.6750030517578,7284.0,2934,56001,33508,41.43360995850624,1.2092116182572608,0.25,0.0,17188.0,14800.0,125.0,2.0,1.0
LAS,161113.0,161149.0,992.5684581629043,992.9311010307231,15.03428125,6.671936314329276,las,KLAS,36.08010101,-115.15200039999999,2181.0,11731,32003,2073045,65.17800829875522,0.5795850622406641,0.0,0.0,23795012.0,43796.0,150.0,4.0,20.88888888888889
LAW,1342.0,1342.0,140.0,140.0,13.83179012345679,3.268875192604006,lawton,KLAW,34.5676994324,-98.4166030884,1110.0,20969,40031,91383,62.193360995850604,2.5614107883817425,0.0,0.0,48086.0,8599.0,150.0,1.0,3.0588235294117645
LAX,221486.0,221516.0,1308.0168046738845,1307.8869697899927,18.9902918368555,11.926139547597895,los,KLAX,33.94250107,-118.40799709999999,125.0,14121,6037,12815475,62.333195020746885,1.1211203319502068,18.083333333333332,2.0833333333333335,42624050.0,42397.0,162.5,4.0,20.181818181818183
LBB,6373.0,6372.0,377.89314294680685,377.888418079096,12.995049504950495,4.288154533844189,lubbock,KLBB,33.66360092163086,-101.822998046875,3282.0,4689,48303,262505,61.10995850622406,1.611327800829876,3.25,0.16666666666666666,484010.0,22392.0,125.0,3.0,3.212121212121212
LBE,1090.0,1087.0,798.1761467889909,798.4461821527138,12.58736059479554,6.492523364485981,latrobe,KLBE,40.27590179,-79.40480042,1199.0,11463,42129,7949,50.78215767634855,3.9580912863070536,0.16666666666666666,0.0,151410.0,10597.0,87.5,2.0,2.1818181818181817
LBF,569.0,570.0,228.0,228.0,14.526690391459075,4.897163120567376,north,KLBF,41.12620163,-100.6839981,2777.0,7942,31111,24352,49.95518672199169,1.8222821576763495,0.16666666666666666,0.08333333333333333,13798.0,12436.0,125.0,2.0,3.0
LBL,561.0,561.0,246.3030303030303,246.3030303030303,16.034234234234233,4.922522522522523,liberal,KLBL,37.04420089999999,-100.95999909999999,2885.0,25709,20175,19636,56.578008298755165,1.6431120331950215,0.16666666666666666,0.0,7985.0,12826.0,150.0,2.0,1.8571428571428572
LCH,1940.0,1941.0,207.96907216494844,207.9273570324575,12.579611140304783,5.000524658971669,lake,KLCH,30.12610054016113,-93.22329711914062,15.0,6254,22019,153633,68.5410788381743,5.148464730290455,0.08333333333333333,0.0,58122.0,11700.0,125.0,2.0,1.3571428571428572
LCK,1084.0,1079.0,761.640221402214,761.3595922150139,12.092264678471574,5.947809878844361,columbus,KLCK,39.813801,-82.927803,744.0,21652,39049,1528314,52.86141078838175,3.549502074688795,0.5,0.0,154475.0,27283.0,136.66666666666666,3.0,2.4285714285714284
LEX,10097.0,10099.0,423.8244032881054,423.9670264382612,16.916565656565655,4.836460855528652,lexington,KLEX,38.0364990234375,-84.60590362548828,979.0,27657,21067,315939,55.43319502074687,4.277136929460582,6.0,0.4166666666666667,657018.0,7003.0,150.0,1.0,1.9230769230769231
LFT,4560.0,4561.0,337.19451754385966,337.3054154790616,15.87917507285362,5.365875503806539,lafayette,KLFT,30.20529938,-91.98760223,42.0,6201,22055,265746,68.62282157676353,5.102033195020743,0.0,0.0,223529.0,17149.0,124.33333333333333,3.0,5.161290322580645
LGA,171093.0,171082.0,708.2300620130572,708.1814977613075,26.32621503555087,8.849064659562918,new,KLGA,40.77719879,-73.87259674,21.0,9730,36061,19354922,55.215767634854764,4.036016597510376,0.0,0.0,15058501.0,14000.0,150.0,2.0,11.411214953271028
LGB,16796.0,16798.0,663.1141343176947,662.7746755566138,13.36059880239521,4.3555608763318565,long,KLGB,33.81769943,-118.15200039999999,60.0,13639,6037,469450,62.333195020746885,1.1211203319502068,0.0,0.0,1908635.0,30349.0,130.0,5.0,2.883720930232558
LIT,13232.0,13231.0,491.1958131801693,491.0371853979291,14.153080750095675,5.318070444104134,little,KLIT,34.729400634799994,-92.22429656979999,262.0,15048,5119,442699,62.07012448132778,4.5396265560165965,0.0,0.0,1031258.0,20597.0,150.0,3.0,10.909090909090908
LNK,1780.0,1780.0,435.6814606741573,434.7151685393258,19.902161547212742,4.145952109464082,lincoln,KLNK,40.85100173950195,-96.75920104980469,1219.0,8274,31109,285118,51.76348547717841,2.62746887966805,5.416666666666667,0.08333333333333333,150214.0,26950.0,150.0,3.0,1.3846153846153846
LRD,2442.0,2443.0,388.2289107289107,388.19320507572655,13.993299832495813,4.088702928870293,laredo,KLRD,27.543800354003906,-99.46160125732422,508.0,5820,48479,260244,73.01867219917015,1.7650622406639,0.5833333333333334,0.08333333333333333,95858.0,21994.0,150.0,3.0,1.5
LSE,2139.0,2139.0,170.43338008415148,170.43338008415148,17.197596153846153,3.760556621880998,crosse,KLSE,43.879002,-91.256699,655.0,1259,55063,101886,45.995435684647276,3.1021161825726127,0.4166666666666667,0.16666666666666666,99651.0,19886.0,150.0,3.0,7.95
LWB,576.0,577.0,296.9947916666667,295.86481802426346,14.929078014184396,4.123893805309734,lewisburg,KLWB,37.8582992554,-80.3994979858,2302.0,1720,54025,7099,50.60041493775936,3.909917012448132,0.25,0.08333333333333333,10359.0,7004.0,150.0,1.0,1.8333333333333333
LWS,717.0,717.0,461.0,461.0,11.776536312849162,4.118715083798882,lewiston,KLWS,46.3745002746582,-117.01499938964844,1442.0,19861,16069,53436,49.1070539419087,1.7948547717842318,0.0,0.0,57957.0,11513.0,125.0,2.0,1.625
MAF,8768.0,8769.0,418.68978102189783,418.678412589805,13.226518054104261,4.136,midland,KMAF,31.9424991607666,-102.2020034790039,2871.0,5711,48329,144247,65.06390041493775,1.2390041493775934,3.3333333333333335,0.08333333333333333,618794.0,26747.0,118.75,4.0,7.882352941176471
MBS,2845.0,2849.0,180.99894551845344,180.93015093015094,17.94454382826476,4.61637468716482,saginaw,KMBS,43.532901763916016,-84.07959747314453,668.0,25332,26145,119336,48.149792531120326,2.7696265560165982,3.5,0.3333333333333333,127627.0,14402.0,150.0,2.0,1.75
MCI,56195.0,56195.0,778.4676928552362,778.5233383753003,12.771981147407768,5.162051837803666,kansas,KMCI,39.2976,-94.713898,1026.0,25679,20209,152938,55.34398340248965,3.23979253112033,37.666666666666664,2.25,5790847.0,29801.0,150.0,3.0,2.0
MCO,138296.0,138315.0,976.5940663504367,976.5851281495138,15.484997296151766,9.450729459943691,orlando,KMCO,28.429399490356445,-81.30899810791016,96.0,2196,12095,1776841,72.81618257261415,4.167095435684648,34.0,4.833333333333333,23202480.0,43009.0,175.0,4.0,17.44705882352941
MDT,6304.0,6303.0,529.8837246192893,529.7709027447247,15.682537094407305,5.155023611789611,harrisburg,KMDT,40.1935005188,-76.7633972168,310.0,10252,42043,441580,51.962240663900445,3.943443983402489,10.916666666666666,0.6666666666666666,636756.0,10001.0,200.0,1.0,2.6470588235294117
MDW,87095.0,87087.0,797.381043687927,797.7040890144339,12.368602929076847,5.730302566697657,chicago,KMDW,41.7859992980957,-87.75240325927734,620.0,16435,17031,14186,50.19377593360994,3.267966804979254,24.666666666666668,1.5833333333333333,10678018.0,27475.0,132.0,5.0,28.227272727272727
MEI,1093.0,1094.0,406.5242451967063,268.34917733089577,15.409133271202236,4.972897196261682,meridian,KMEI,32.33259963989258,-88.75189971923828,297.0,26705,28075,38294,64.26431535269712,4.62829875518672,0.0,0.0,19332.0,14602.0,150.0,2.0,1.3333333333333333
MEM,23038.0,23037.0,629.377593541106,627.2000694534879,15.169483298768919,5.346347052084251,memphis,KMEM,35.04240036010742,-89.97669982910156,341.0,8810,47157,1068873,61.96141078838169,4.703236514522819,11.5,1.8333333333333333,2213083.0,38386.0,150.0,4.0,2.0
MFE,4610.0,4611.0,465.87982646420824,465.9373237909347,12.395405887600356,4.124055135615829,mcallen,KMFE,26.17580032,-98.23860168,107.0,4348,48215,800904,75.15892116182572,1.884522821576764,0.0,0.0,347440.0,9758.0,105.0,2.0,1.6363636363636365
MFR,4711.0,4726.0,589.7104648694544,589.2128650021159,16.082449686215107,5.547562296858072,medford,KMFR,42.37419891357422,-122.8730010986328,1335.0,28359,41029,168219,50.76182572614108,2.9599170124481313,0.0,0.0,492217.0,11936.0,125.0,2.0,1.3636363636363635
MGM,4120.0,4119.0,317.50946601941746,317.4962369507162,17.088257107540173,3.7541954590325766,montgomery,KMGM,32.30059814,-86.39399719,221.0,14440,1101,255908,65.15435684647301,4.271867219917011,0.0,0.0,170544.0,13020.0,150.0,2.0,2.4285714285714284
MHK,1834.0,1835.0,461.41984732824426,461.1525885558583,13.913337084974676,3.874227961819203,manhattan,KMHK,39.14099884033203,-96.6707992553711,1057.0,26057,20161,57284,54.51908713692945,2.719792531120334,0.25,0.08333333333333333,72883.0,10800.0,125.0,2.0,4.555555555555555
MHT,9726.0,9726.0,590.0642607443965,589.2258893687025,13.584771033013844,4.585337305809746,manchester,KMHT,42.93259811401367,-71.43569946289062,266.0,3157,33011,160742,47.06265560165978,4.06439834024896,7.333333333333333,0.3333333333333333,911225.0,16100.0,150.0,2.0,5.764705882352941
MIA,87880.0,87860.0,1023.6851160673646,1023.5945139995447,19.004783533605472,9.455776204455189,miami,KMIA,25.79319953918457,-80.29060363769531,8.0,2864,12086,14424,76.33070539419084,4.5924066390041505,16.833333333333332,2.0,21021640.0,41460.0,162.5,4.0,5.7
MKE,32507.0,32498.0,762.9193096871443,762.7224752292449,14.133933595948227,5.078365790378544,milwaukee,KMKE,42.94720077514648,-87.89659881591797,723.0,1122,55079,4157,47.73900414937762,2.93182572614108,10.666666666666666,0.5833333333333334,3496724.0,32553.0,150.0,5.0,17.456521739130434
MKG,720.0,721.0,118.25138888888888,118.25242718446601,16.759177679882526,4.66955266955267,muskegon,KMKG,43.16949844,-86.23819733,629.0,25329,26121,10735,47.987551867219956,3.1047302904564296,0.5,0.08333333333333333,18718.0,11502.0,150.0,2.0,1.5
MLB,2453.0,2452.0,459.72849571952713,459.7357259380098,15.021443298969071,4.793075020610058,melbourne,KMLB,28.10280036926269,-80.64530181884766,33.0,2660,12009,82011,73.05228215767636,4.176473029045643,0.8333333333333334,0.25,234939.0,19182.0,125.0,3.0,1.6
MLI,5048.0,5048.0,493.7690174326466,493.8492472266244,16.386340674883815,5.534006054490414,moline,KMLI,41.44850158691406,-90.50749969482422,590.0,16458,17161,42231,50.38713692946057,3.1821991701244814,9.083333333333334,0.6666666666666666,355241.0,21512.0,150.0,3.0,2.892857142857143
MLU,3082.0,3082.0,350.3329007138222,350.3329007138222,15.006898817345597,4.353810775295663,monroe,KMLU,32.51089859008789,-92.0376968383789,79.0,6150,22073,115462,65.06970954356844,4.688796680497925,0.4166666666666667,0.0,107107.0,17508.0,150.0,3.0,2.92
MMH,149.0,149.0,257.32214765100673,257.32214765100673,22.074074074074073,3.9925925925925925,mammoth,KMMH,37.62409973,-118.83799740000002,7135.0,13991,6051,7598,44.92365145228212,1.2358091286307054,0.0,0.0,23522.0,7000.0,100.0,1.0,4.666666666666667
MOB,6566.0,6565.0,431.260889430399,431.2080731150038,14.764237790606959,4.367773102695963,mobile,KMOB,30.691200256348,-88.242797851562,219.0,14684,1097,318084,67.25394190871366,5.289543568464729,0.0,0.0,297544.0,12886.0,150.0,2.0,2.590909090909091
MOT,2560.0,2559.0,562.821875,562.5947635795233,18.864864864864863,5.386417791898332,minot,KMOT,48.2593994140625,-101.27999877929688,1716.0,7475,38101,49884,40.486721991701266,1.4779668049792531,0.08333333333333333,0.08333333333333333,149865.0,14050.0,125.0,2.0,7.024390243902439
MRY,3911.0,3912.0,370.78880081820506,370.93916155419225,16.62889812889813,3.4477650727650726,monterey,KMRY,36.58700180053711,-121.84300231933594,257.0,13935,6053,28639,59.04481327800829,1.6544398340248954,0.5,0.08333333333333333,186806.0,11129.0,105.0,2.0,2.5
MSN,13183.0,13188.0,522.3515133125995,522.1400515620261,14.871894109451196,4.747389589295382,madison,KMSN,43.13990020751953,-89.3375015258789,887.0,1010,55025,439553,46.93817427385894,3.1883817427385925,0.0,0.0,1043185.0,22051.0,150.0,3.0,1.5
MSO,3430.0,3429.0,744.4040816326531,744.5742198891805,15.431751611013475,6.750219362386662,missoula,KMSO,46.91630173,-114.0910034,3206.0,26322,30063,90218,41.792116182572606,2.439958506224066,0.8333333333333334,0.16666666666666666,425563.0,14113.0,112.5,2.0,3.0
MSP,159375.0,159365.0,771.6735184313726,771.5391585354375,20.051684795010267,6.024577270939835,minneapolis,KMSP,44.8819999695,-93.22180175780001,841.0,24417,27053,2926757,45.27095435684646,2.6618257261410774,0.0,0.0,18361942.0,37006.0,162.5,4.0,6.121212121212121
MSY,55883.0,55887.0,802.2173469570353,802.1282767012007,12.214950563181342,5.510520887988276,new,KMSY,29.99340057373047,-90.25800323486328,4.0,6090,22089,1203,69.43817427385892,5.214066390041495,18.25,1.9166666666666667,6582066.0,20675.0,150.0,3.0,1.0
MTJ,1494.0,1494.0,668.727576974565,668.727576974565,17.137577002053387,5.606267029972752,montrose,KMTJ,38.5097999573,-107.89399719200001,5759.0,12828,8085,22912,48.35103734439834,1.2125311203319504,0.0,0.0,133924.0,17500.0,125.0,2.0,5.833333333333333
MVY,492.0,492.0,198.97560975609755,198.97560975609755,15.809128630705395,4.790890269151139,vineyard,KMVY,41.393100738499996,-70.6143035889,67.0,19306,25007,1821,51.52240663900419,3.997012448132781,0.0,0.0,52605.0,11978.0,83.33333333333333,3.0,2.3333333333333335
MYR,11602.0,11603.0,436.2049646612653,436.24140308540893,13.357009345794392,5.003197158081705,myrtle,KMYR,33.6796989441,-78.9282989502,25.0,27558,45051,260487,63.904564315352744,4.085933609958507,3.25,0.3333333333333333,1254307.0,9503.0,150.0,1.0,5.804347826086956
OAJ,3110.0,3110.0,277.87845659163986,277.87845659163986,17.55600539811066,3.5210084033613445,jacksonville,KOAJ,34.8292007446,-77.61209869380002,94.0,7186,37133,108872,62.65767634854775,4.672780082987551,0.9166666666666666,0.0,152448.0,7100.0,150.0,1.0,1.0
OAK,52676.0,52650.0,762.7071911306857,762.9612725546059,12.362080884894572,5.799950016340811,oakland,KOAK,37.72129821777344,-122.22100067138672,9.0,14178,6001,425195,59.4809128630706,1.5251867219917,0.0,0.0,6686603.0,25047.0,131.25,4.0,10.015384615384615
OGS,137.0,137.0,1176.7153284671533,1176.7153284671533,16.428571428571427,7.023809523809524,ogdensburg,KOGS,44.681900024399994,-75.46549987790002,297.0,9658,36089,10893,44.012863070539375,3.4760995850622436,0.08333333333333333,0.08333333333333333,23448.0,5200.0,150.0,1.0,1.0
OKC,23268.0,23270.0,609.7091284167096,610.0765792866351,13.574787720444155,5.022940971617621,oklahoma,KOKC,35.39310073852539,-97.60070037841795,1295.0,20983,40109,955998,61.04273858921164,3.0174688796680513,6.833333333333333,0.16666666666666666,2094708.0,30481.0,131.25,4.0,5.195652173913044
OMA,25020.0,25023.0,729.0948041566746,728.7473923989929,14.72185242308629,4.362954858578491,omaha,KOMA,41.303199768066406,-95.89409637451172,984.0,8204,31055,827786,51.06141078838175,2.7549792531120327,22.416666666666668,1.1666666666666667,2454878.0,26155.0,150.0,3.0,2.4901960784313726
