airport_code,city_name,code4,latitude,longitude,altitude_ft
FBK,fort,PAFB,64.83750153,-147.6139984,454
MMV,mackminnville,KMMV,45.19440079,-123.13600159999999,163
WRB,macon,KWRB,32.640098571799996,-83.59190368649999,294
PUW,pullman,KPUW,46.7439,-117.110001,2556
LWS,lewiston,KLWS,46.3745002746582,-117.01499938964844,1442
ELM,elmira,KELM,42.1599006652832,-76.8916015625,954
ITH,ithaca,KITH,42.49100112915039,-76.4583969116211,1099
MRY,monterey,KMRY,36.58700180053711,-121.84300231933594,257
SBA,santa,KSBA,34.42620087,-119.8399963,13
DAB,daytona,KDAB,29.179899,-81.058098,34
JRB,new,KJRB,40.701214,-74.009028,7
TKA,talkeetna,PATK,62.320499420165994,-150.09399414062,358
HVN,new,KHVN,41.26369858,-72.88680267,12
AVL,asheville,KAVL,35.43619918823242,-82.54180145263672,2165
GSO,greensboro,KGSO,36.097801208496094,-79.93730163574219,925
FSD,sioux,KFSD,43.5820007324,-96.741897583,1429
MHT,manchester,KMHT,42.93259811401367,-71.43569946289062,266
APF,naples,KAPF,26.1525993347,-81.7752990723,8
SDF,louisville,KSDF,38.1744,-85.736,501
CHO,charlottesville,KCHO,38.13859939575195,-78.4529037475586,639
ROA,roanoke,KROA,37.3255004883,-79.975402832,1175
LEX,lexington,KLEX,38.0364990234375,-84.60590362548828,979
EVV,evansville,KEVV,38.0369987488,-87.53240203860001,418
ABQ,albuquerque,KABQ,35.04019927978516,-106.60900115966795,5355
BZN,bozeman,KBZN,45.77750015,-111.15299990000001,4473
BIL,billings,KBIL,45.807701110839844,-108.54299926757812,3652
BTM,butte,KBTM,45.95479965209961,-112.49700164794922,5550
TVC,traverse,KTVC,44.74140167236328,-85.58219909667969,624
BHB,bar,KBHB,44.45000076,-68.36150359999999,83
RKD,rockland,KRKD,44.06010056,-69.09919739,56
JAC,jacksn,KJAC,43.6072998046875,-110.73799896240234,6451
RFD,rockford,KRFD,42.19540023803711,-89.09719848632812,742
TSS,new,NONE,40.7425,-73.971944,10
GSP,greenville,KGSP,34.895698547399995,-82.2189025879,964
BMI,bloomington,KBMI,40.47710037,-88.91590118,871
GPT,gulfport,KGPT,30.40730094909668,-89.07009887695312,28
AZO,kalamazoo,KAZO,42.234901428222656,-85.5521011352539,874
TOL,toledo,KTOL,41.58679962,-83.80780029,683
FWA,fort,KFWA,40.97850037,-85.19509888,814
DEC,decatur,KDEC,39.83459854125977,-88.8656997680664,682
CID,cedar,KCID,41.88470077514648,-91.71080017089844,869
LSE,crosse,KLSE,43.879002,-91.256699,655
CWA,wassau,KCWA,44.7775993347,-89.6668014526,1277
PIA,peoria,KPIA,40.664199829100006,-89.6932983398,660
ATW,appleton,KATW,44.258098602299995,-88.51909637450001,918
RST,rochester,KRST,43.90829849243164,-92.5,1317
CMI,champaign,KCMI,40.03919983,-88.27809906,755
MHK,manhattan,KMHK,39.14099884033203,-96.6707992553711,1057
FKL,franklin,KFKL,41.3778991699,-79.8603973389,1540
GJT,grand,KGJT,39.1223983765,-108.527000427,4858
SGU,stgeorge,KSGU,37.0363888889,-113.510305556,2941
DWH,houston,KDWH,30.0618000031,-95.5528030396,152
S46,port,XS46,28.42970085144043,-96.44439697265624,8
SRQ,sarasota,KSRQ,27.39539909362793,-82.55439758300781,30
X21,titusville,\N,28.622552000000002,-80.83541,30
VNY,van,KVNY,34.209800720215,-118.48999786376999,802
MLI,moline,KMLI,41.44850158691406,-90.50749969482422,590
PFN,panama,KPFN,30.212099,-85.6828,20
DWS,orlando,\N,28.398000000000003,-81.57,340
BIS,bismarck,KBIS,46.77270126342773,-100.74600219726562,1661
TEX,telluride,KTEX,37.9538002,-107.90799709999999,9070
RAP,rapid,KRAP,44.0452995300293,-103.05699920654295,3204
CLD,carlsbad,KCRQ,33.12829971,-117.27999879999999,331
FNT,flint,KFNT,42.96540069580078,-83.74359893798828,782
RDD,redding,KRDD,40.50899887,-122.2929993,505
EUG,eugene,KEUG,44.12459945678711,-123.21199798583984,374
IDA,idaho,KIDA,43.51459884643555,-112.0709991455078,4744
MFR,medford,KMFR,42.37419891357422,-122.8730010986328,1335
RDM,redmond,KRDM,44.254100799999996,-121.15000149999999,3080
CAK,akron,KCAK,40.916099548339844,-81.44219970703125,1228
HSV,huntsville,KHSV,34.637199401855,-86.775100708008,629
PKB,parkersburg,KPKB,39.34510040283203,-81.43920135498047,858
MGM,montgomery,KMGM,32.30059814,-86.39399719,221
TRI,bristol,KTRI,36.47520065307617,-82.40740203857422,1519
PAH,paducah,KPAH,37.06079864501953,-88.7738037109375,410
PGA,page,KPGA,36.92610168,-111.447998,4316
FCA,kalispell,KGPI,48.31050109863281,-114.25599670410156,2977
MBS,saginaw,KMBS,43.532901763916016,-84.07959747314453,668
BGM,binghamton,KBGM,42.20869827,-75.97979736,1636
BLH,blythe,KBLH,33.6192016602,-114.717002869,399
PSG,petersburg,PAPG,56.80170059,-132.9450073,111
SFB,sanford,KSFB,28.7775993347168,-81.23750305175781,55
JST,johnstown,KJST,40.31610107421875,-78.83390045166016,2284
MSO,missoula,KMSO,46.91630173,-114.0910034,3206
GCN,grand,KGCN,35.95240020751953,-112.14700317382812,6609
SGR,sugar,KSGR,29.622299194335998,-95.65650177001999,82
APA,denver,KAPA,39.57009888,-104.84899899999999,5885
CVN,clovis,KCVN,34.4250984192,-103.07900238,4216
FST,fort,KFST,30.9157009125,-102.916000366,3011
LVS,las,KLVS,35.6542015076,-105.14199829100001,6877
IWS,houston,KIWS,29.8181991577,-95.6725997925,111
LHX,junta,KLHX,38.04970169,-103.5090027,4229
LRU,las,KLRU,32.28939819335937,-106.9219970703125,4456
BKD,breckenridge,KBKD,32.71900177,-98.8909988403,1284
TPL,temple,KTPL,31.15250015258789,-97.40779876708984,682
OZA,ozona,KOZA,30.735300064087,-101.20300292969,2381
EGE,vail,KEGE,39.64260101,-106.9179993,6548
CGF,richmond,KCGF,41.5651016235,-81.4863967896,879
MFD,mansfield,KMFD,40.82139968869999,-82.5166015625,1297
CSG,columbus,KCSG,32.516300201416016,-84.93890380859375,397
LAW,lawton,KLAW,34.5676994324,-98.4166030884,1110
FNL,fort,KFNL,40.4518013,-105.01100158700001,5016
FLG,flagstaff,KFLG,35.13850021,-111.6709976,7014
TVL,south,KTVL,38.89390182495117,-119.99500274658205,6264
TWF,twin,KTWF,42.48180008,-114.487999,4154
MVY,vineyard,KMVY,41.393100738499996,-70.6143035889,67
UUU,newport,\N,41.533056,-71.28222199999999,172
VSF,springfield,\N,43.343333,-72.517222,577
CON,concord,KCON,43.20270157,-71.50229645,342
SFM,sanford,\N,43.39383,-70.708,244
GON,groton,KGON,41.3301010131836,-72.04509735107422,9
STC,stcloud,KSTC,45.54660034179688,-94.05989837646484,1031
GTR,columbus,KGTR,33.450298309299995,-88.59140014649999,264
HQM,hoquiam,KHQM,46.9711990356,-123.93699646,18
ERI,erie,KERI,42.0831270134,-80.1738667488,732
HYA,barnstable,KHYA,41.66930008,-70.28040314,54
SDX,sedona,KSEZ,34.848598480225,-111.78800201416,4830
MGW,morgantown,KMGW,39.64289856,-79.91629791,1248
CRW,charleston,KCRW,38.37310028076172,-81.59320068359375,981
AVP,scranton,KAVP,41.338500976599995,-75.72339630130001,962
BJI,bemidji,KBJI,47.50939941,-94.93370056,1391
FAR,fargo,KFAR,46.92070007324219,-96.81580352783205,902
MKC,kansas,KMKC,39.12319946289063,-94.5927963256836,759
GCC,gillette,KGCC,44.3488998413,-105.539001465,4365
NZJ,santa,KNZJ,33.676101684570305,-117.7310028076172,383
SCE,state,KUNV,40.8493003845,-77.84870147710002,1239
MEI,meridian,KMEI,32.33259963989258,-88.75189971923828,297
SPI,springfield,KSPI,39.84410095,-89.67790222,598
CEZ,cortez,KCEZ,37.3030014038,-108.627998352,5918
HDN,hayden,KHDN,40.48120117,-107.21800230000001,6606
GUP,gallup,KGUP,35.511100769,-108.789001465,6472
LBL,liberal,KLBL,37.04420089999999,-100.95999909999999,2885
LAA,lamar,KLAA,38.069698333699996,-102.68800354,3706
GLD,goodland,KGLD,39.37060165,-101.6989975,3656
COD,cody,KCOD,44.520198822,-109.024002075,5102
SGF,springfield,KSGF,37.24570084,-93.38860321,1268
JLN,joplin,KJLN,37.151798248291016,-94.49829864501952,981
ABE,allentown,KABE,40.652099609375,-75.44080352783203,393
XNA,bentonville,KXNA,36.281898,-94.30680100000001,1287
SBN,south,KSBN,41.70869827270508,-86.31729888916016,799
SMD,fort,KSMD,41.14339828,-85.15280151,835
ACV,arcata,KACV,40.97809982299805,-124.10900115966795,221
ATT,austin,KATT,30.31666,-97.7666,0
OAJ,jacksonville,KOAJ,34.8292007446,-77.61209869380002,94
TCL,tuscaloosa,KTCL,33.220600128174,-87.611396789551,170
DBQ,dubuque,KDBQ,42.40200043,-90.70950317,1077
ABR,aberdeen,KABR,45.44910049438477,-98.42179870605469,1302
ABY,albany,KABY,31.535499572753906,-84.19450378417969,197
AHN,athens,KAHN,33.94860076904297,-83.32630157470703,808
ALM,alamogordo,KALM,32.839900970500004,-105.990997314,4200
ALO,waterloo,KALO,42.55709838867188,-92.40029907226562,873
ALW,walla,KALW,46.09489822,-118.288002,1194
APN,alpena,KAPN,45.07809829999999,-83.56030273,690
ATY,watertown,KATY,44.91400146,-97.15470123,1749
BFD,bradford,KBFD,41.8031005859375,-78.64009857177734,2143
BFF,scottsbluff,KBFF,41.87400055,-103.5960007,3967
BKW,beckley,KBKW,37.787300109899995,-81.1241989136,2504
BQK,brunswick,KBQK,31.2588005065918,-81.46649932861328,26
BRL,burlington,KBRL,40.783199310302734,-91.12550354003906,698
CEC,crescent,KCEC,41.78020096,-124.23699950000001,61
CGI,cape,KCGI,37.22529983520508,-89.57080078125,342
CIU,sault,KCIU,46.25080108642578,-84.47239685058594,800
CKB,clarksburg,KCKB,39.2966003418,-80.2281036377,1217
CLM,port,KCLM,48.120201110839844,-123.5,291
CMX,hancock,KCMX,47.16839981079102,-88.48909759521484,1095
DDC,dodge,KDDC,37.76340103149414,-99.9655990600586,2594
DUJ,bois,KDUJ,41.17829895,-78.8986969,1817
EAU,eau,KEAU,44.86579895019531,-91.48429870605469,913
EKO,elko,KEKO,40.82490158081055,-115.79199981689452,5140
EWB,new,KEWB,41.67610168457031,-70.95690155029297,80
FAY,fayetteville,KFAY,34.991199493408196,-78.88030242919922,189
GGW,glasgow,KGGW,48.2125015258789,-106.61499786376952,2296
GRI,grand,KGRI,40.96749877929688,-98.30960083007812,1847
HOT,hot,KHOT,34.47800064086914,-93.09619903564452,540
HTS,huntington,KHTS,38.36669922,-82.55799866,828
IRK,kirksville,KIRK,40.09349822998047,-92.5448989868164,966
JMS,jamestown,KJMS,46.92969894,-98.67819977,1500
LAR,laramie,KLAR,41.31209945678711,-105.6750030517578,7284
LBE,latrobe,KLBE,40.27590179,-79.40480042,1199
LBF,north,KLBF,41.12620163,-100.6839981,2777
LEB,lebanon,KLEB,43.626098632799994,-72.30419921880002,603
LMT,klamath,KLMT,42.15610122680664,-121.73300170898438,4095
LNS,lancaster,KLNS,40.12170028686523,-76.29609680175781,403
LWT,lewistown,KLWT,47.04930114746094,-109.46700286865234,4170
LYH,lynchburg,KLYH,37.326698303222656,-79.20040130615234,938
MKG,muskegon,KMKG,43.16949844,-86.23819733,629
MLS,miles,KMLS,46.428001403808594,-105.88600158691406,2630
MSL,muscle,KMSL,34.74530029,-87.61019897,551
OTH,north,KOTH,43.41709899902344,-124.24600219726562,17
OWB,owensboro,KOWB,37.74010086,-87.16680145,407
PIB,hattiesburg,KPIB,31.467100143432614,-89.33709716796875,298
PIH,pocatello,KPIH,42.9098014831543,-112.59600067138672,4452
PIR,pierre,KPIR,44.38270187,-100.2860031,1744
PLN,pellston,KPLN,45.57089996,-84.79669952,721
PSM,portsmouth,KPSM,43.0778999329,-70.8233032227,100
RDG,reading,KRDG,40.378501892089844,-75.96520233154297,344
RHI,rhinelander,KRHI,45.63119888305664,-89.46749877929688,1624
RKS,rock,KRKS,41.59420013,-109.0650024,6764
RUT,rutland,KRUT,43.52939987,-72.94960022,787
SBP,san,KSBP,35.2368011475,-120.64199829100001,212
SHR,sheridan,KSHR,44.76919937133789,-106.9800033569336,4021
SLK,saranac,KSLK,44.38529968261719,-74.2061996459961,1663
SLN,salina,KSLN,38.79100036621094,-97.6521987915039,1288
SMX,santa,KSMX,34.89889908,-120.4570007,261
TUP,tupelo,KTUP,34.26810073852539,-88.7698974609375,346
UIN,quincy,KUIN,39.94269943,-91.19460297,768
VCT,victoria,KVCT,28.85260009765625,-96.9185028076172,115
VLD,valdosta,KVLD,30.78249931335449,-83.27670288085938,203
WRL,worland,KWRL,43.9656982421875,-107.95099639892578,4227
YKM,yakima,KYKM,46.56819916,-120.5439987,1099
ADK,adak,PADK,51.87799835205078,-176.64599609375,18
GST,gustavus,PAGS,58.42530060000001,-135.7070007,35
SGY,skagway,PAGY,59.46009826660156,-135.31599426269528,44
HCR,holy,PAHC,62.18830108642578,-159.77499389648438,70
HNS,haines,PAHN,59.24380111694336,-135.52400207519528,15
KLG,kalskag,PALG,61.53630065917969,-160.34100341796875,55
MCG,mcgrath,PAMC,62.95289993,-155.60600280000003,341
MOU,mountain,PAMO,62.09540176391602,-163.6820068359375,337
ANI,aniak,PANI,61.58160018920898,-159.54299926757812,88
VAK,chevak,PAVA,61.5409,-165.6005,75
WRG,wrangell,PAWG,56.48429871,-132.36999509999998,49
LUP,molokai,PHLU,21.21100044,-156.973999,24
WKK,aleknagik,5A8,59.2826004028,-158.617996216,66
BKX,brookings,BKX,44.3048,-96.8169,1648
BLF,bluefield,KBLF,37.295799255371094,-81.20770263671875,2857
EAR,kearney,EAR,40.727,-99.0068,2131
GLH,greenville,KGLH,33.482898712158196,-90.98560333251952,131
IFP,bullhead,IFP,35.1574,-114.56,695
IGM,kingman,IGM,35.2595,-113.93799999999999,3449
PSC,pasco,KPSC,46.26470184326172,-119.11900329589844,410
KQA,akutan,KQA,54.1337704415,-165.77889561700002,0
SVC,silver,SVC,32.6365,-108.156,5446
LPS,lopez,S31,48.4838981628418,-122.93800354003906,209
WKL,waikoloa,HI07,19.9205,-155.8607,119
ORH,worcester,KORH,42.26729965209961,-71.87570190429688,1009
ZVE,new,\N,41.298669,-72.92599200000001,7
PWT,bremerton,KPWT,47.490200042725,-122.76499938965,444
SPW,spencer,KSPW,43.165500640869,-95.202796936035,1339
JEF,jefferson,KJEF,38.591201782199995,-92.1560974121,549
GCW,grand,\N,35.5925,-113.4859,4825
BLD,boulder,KBVU,35.5651,-114.514,2201
PVC,provincetown,KPVC,42.071899414099995,-70.2213973999,9
LKE,seattle,KW55,47.629,-122.339,14
FUL,fullerton,KFUL,33.8720016479,-117.980003357,96
SUN,hailey,KSUN,43.50439835,-114.2959976,5318
MCW,mason,KMCW,43.15779876710001,-93.33129882809999,1213
AZA,mesa,KIWA,33.30780029,-111.65499879999999,1382
ZWU,washington,\N,38.897459999999995,-77.00643000000001,76
AKP,anaktuvuk,PAKP,68.13359833,-151.7429962,2102
ANV,anvik,PANV,62.646702000000005,-160.190994,291
ATK,atqasuk,PATQ,70.46730041503906,-157.43600463867188,96
GAM,gambell,PAGM,63.76679992675781,-171.73300170898438,27
HPB,hooper,PAHP,61.52389908,-166.1470032,13
KAL,kaltag,PAKV,64.31909943,-158.74099730000003,181
KSM,mary's,PASM,62.0605011,-163.30200200000002,312
KVL,kivalina,PAVL,67.73619842529297,-164.56300354003906,13
MYU,mekoryuk,PAMY,60.37139892578125,-166.27099609375,48
PHO,point,PPHO,68.3488,-166.799,12
RBY,ruby,PARY,64.72720337,-155.47000119999998,658
SHH,shishmaref,PASH,66.249604,-166.089112,12
SVA,savoonga,PASA,63.6864013671875,-170.4929962158203,53
WTK,noatak,PAWN,67.56610107421875,-162.97500610351562,88
ARC,arctic,PARC,68.1147,-145.578995,2092
KPC,port,PAPC,65.25370025630001,-166.85899353,10
HGR,hagerstown,KHGR,39.707901,-77.72949982,703
SDP,sand,PASD,55.31499862670898,-160.5229949951172,21
DRG,deering,PADE,66.0696029663,-162.76600647,21
IGG,igiugig,PAIG,59.32400131225586,-155.90199279785156,90
KNW,new,PANW,59.4499015808,-157.32800293,364
KVC,king,PAVC,55.11629867553711,-162.26600646972656,155
PTH,port,PAPH,56.95909881591797,-158.63299560546875,95
TOG,togiak,PATG,59.05279922485352,-160.39700317382812,21
ESC,escanaba,KESC,45.7226982117,-87.0936965942,609
YAK,yakutat,PAYA,59.503299713100006,-139.660003662,33
MWA,marion,KMWA,37.75500107,-89.01110077,472
IMT,iron,KIMT,45.8184013367,-88.11450195309999,1182
AET,allakaket,PFAL,66.5518035889,-152.621994019,441
MGC,michigan,KMGC,41.703300476100004,-86.8211975098,655
SWD,seward,PAWD,60.12689971923828,-149.41900634765625,22
MXY,mccarthy,\N,61.4370608,-142.90307372,1531
NPZ,valparaiso,\N,41.4539722,-87.0070833,770
GRM,grand,KCKC,47.838298797600004,-90.3828964233,1799
MCD,mackinac,\N,45.864934399999996,-84.637344,740
IWD,ironwood,\N,46.527474700000006,-90.13139670000001,1230
C47,portage,\N,43.5603136,-89.4828607,825
AUW,wausau,KAUW,44.9262008667,-89.62660217290001,1201
MQB,macomb,\N,40.520083299999996,-90.6523889,707
1RL,point,K1RL,48.9797222,-123.0788889,10
MIE,muncie,KMIE,40.2422981262207,-85.3958969116211,937
OXD,oxford,\N,39.5022607,-84.7843814,1040
LAF,lafayette,KLAF,40.41230010986328,-86.93689727783203,606
DKB,kalb,\N,41.9338342,-88.7056864,914
C02,lake,\N,42.6149167,-88.3895833,835
VGT,las,KVGT,36.21070098877,-115.19400024414,2205
ENW,kenosha,KENW,42.59569931,-87.92780304,742
1CS,bolingbrook,\N,41.6959744,-88.1292306,670
MTJ,montrose,KMTJ,38.5097999573,-107.89399719200001,5759
RIW,riverton,KRIW,43.064201355,-108.459999084,5525
TYE,tyonek,\N,61.07666700000001,-151.138056,110
PDT,pendleton,KPDT,45.695098877,-118.84100341799999,1497
0P2,stewartstown,\N,39.7948244,-76.64719140000001,1000
SUE,sturgeon,\N,44.8436667,-87.4215556,725
CDI,cambridge,\N,39.9750278,-81.5775833,799
C91,dowagiac,\N,41.9929342,-86.1280125,748
4I7,greencastle,\N,39.6335556,-86.8138056,842
X01,everglades,\N,25.8488611,-81.39027779999999,5
10C,greenwood,\N,42.402888899999994,-88.3751111,875
UES,waukesha,\N,43.0410278,-88.2370556,911
BEH,benton,\N,42.128583299999995,-86.4285,643
OSH,oshkosh,KOSH,43.98440170288086,-88.55699920654297,808
EAT,wenatchee,KEAT,47.3988990784,-120.20700073200001,1249
1OH,marys,\N,40.5553253,-84.3866186,885
GYY,gary,KGYY,41.61629867553711,-87.41280364990234,591
BRD,brainerd,KBRD,46.39830017,-94.13809967,1232
LWB,lewisburg,KLWB,37.8582992554,-80.3994979858,2302
PGV,greenville,KPGV,35.6352005,-77.38529968,26
CYF,chefornak,PACK,60.1492004395,-164.285995483,40
OXR,oxnard,KOXR,34.200801849365,-119.20700073241998,45
BKG,branson,KBBG,36.531994,-93.200556,1302
ZBP,baltimore,\N,39.307221999999996,-76.61555600000001,66
ZYP,new,\N,40.7505,-73.9935,35
SCH,scotia,KSCH,42.852500915527,-73.92890167236301,378
UST,augustine,KSGJ,29.959199905395998,-81.339797973633,10
STS,santa,KSTS,38.50899887,-122.8130035,128
ISM,kissimmee,KISM,28.289800643899998,-81.43710327149999,82
LCQ,lake,KLCQ,30.181999206500002,-82.57689666750002,201
LGU,logan,KLGU,41.7911987305,-111.851997375,4457
BMC,brigham,KBMC,41.552398681599996,-112.06199646,4229
MLD,malad,KMLD,42.16659927368164,-112.2969970703125,4503
ASE,aspen,KASE,39.22320175,-106.8690033,7820
ZFV,philadelphia,\N,39.9557,-75.182,0
BWD,brownwood,\N,31.793611100000003,-98.9565,1387
LXY,mexia,\N,31.6411783,-96.5144594,544
ERV,kerrville,KERV,29.9766998291,-99.08570098879999,1617
GED,georgetown,KGED,38.68920135,-75.35890198,53
GBN,great,KGBD,38.3442993164,-98.85919952389999,1887
HYS,hays,KHYS,38.84220123,-99.27320099,1999
SUS,null,KSUS,38.662101745605,-90.652000427246,463
LYU,ely,KELO,47.82450104,-91.83070374,1456
GPZ,grand,KGPZ,47.21110153,-93.50980377,1355
TVF,thief,KTVF,48.06570053,-96.18499756,1119
EGV,eagle,KEGV,45.9323005676,-89.26830291750002,1642
ARV,minocqua,KARV,45.92789841,-89.73090363,1629
IKV,ankeny,KIKV,41.69139862060547,-93.56639862060548,910
NGP,corpus,KNGP,27.69260025,-97.29109955,18
AVX,catalina,KAVX,33.4049,-118.416,1602
MHV,mojave,KMHV,35.05939865,-118.15200039999999,2801
KEH,kenmore,\N,47.7548,-122.259,14
HUT,hutchinson,KHUT,38.0654983521,-97.86060333250002,1543
EGA,eagle,\N,39.6427611,-106.91593470000001,6548
STJ,rosecrans,KSTJ,39.771900177002,-94.909698486328,826
ZRT,hartford,\N,41.768879999999996,-72.6815,0
ZTF,stamford,\N,41.046937,-73.541493,0
ZRP,newark,\N,40.734722,-74.164167,0
VOK,camp,KVOK,43.938999176025,-90.253402709961,912
GUC,gunnison,KGUC,38.53390121,-106.9329987,7680
TOA,torrance,KTOA,33.803398132324,-118.33999633789,103
MBL,manistee,KMBL,44.2723999,-86.24690247,621
PGD,punta,KPGD,26.92020035,-81.99050140000001,26
JGC,grand,\N,35.96666666,-112.13333333,2500
WFK,frenchville,KFVE,47.2854995728,-68.31279754639999,988
JHW,jamestown,KJHW,42.15340042,-79.25800323,1723
SME,somerset,KSME,37.0533981323,-84.61589813229999,927
SHD,weyers,KSHD,38.2638015747,-78.8964004517,1201
DVL,devils,KDVL,48.11420059,-98.90879822,1456
DIK,dickinson,KDIK,46.7974014282,-102.80200195299999,2592
SDY,sidney,KSDY,47.70690155,-104.1930008,1985
CDR,chadron,KCDR,42.837600708000004,-103.095001221,3297
AIA,alliance,KAIA,42.0531997681,-102.804000854,3931
MCK,mccook,KMCK,40.20629883,-100.59200290000001,2583
MTH,marathon,KMTH,24.72610092,-81.05139923,5
GDV,glendive,KGDV,47.13869858,-104.8069992,2458
OLF,wolf,KOLF,48.0945014954,-105.57499694799999,1986
WYS,yellowstone,KWYS,44.68840027,-111.11799620000001,6649
ALS,alamosa,KALS,37.434898,-105.866997,7539
CNY,moab,KCNY,38.75500107,-109.7549973,4557
ELY,ely,KELY,39.29970169,-114.84200290000001,6259
VEL,vernal,KVEL,40.4408989,-109.5100021,5278
SRR,ruidoso,KSRR,33.462799072266,-105.53500366211,6814
SOW,show,KSOW,34.265499115,-110.005996704,6415
MYL,mccall,KMYL,44.88970184,-116.10099790000001,5024
SMN,salmon,KSMN,45.1237983704,-113.880996704,4043
MMH,mammoth,KMMH,37.62409973,-118.83799740000002,7135
FRD,friday,KFHR,48.5219993591,-123.024002075,113
ESD,eastsound,KORS,48.708198547399995,-122.91000366200001,31
OTS,anacortes,\N,48.498889,-122.6625,241
AST,astoria,KAST,46.158000946,-123.87899780299999,15
ONP,newport,KONP,44.58039855957031,-124.05799865722656,160
EMK,emmonak,PAEM,62.78609848,-164.49099730000003,13
UNK,unalakleet,PAUN,63.88840103,-160.798996,27
UUK,kuparuk,PAKU,70.33080291750001,-149.59800720200002,67
SHX,shageluk,PAHX,62.6922988892,-159.569000244,79
CHU,chuathbaluk,PACH,61.579167000000005,-159.215556,243
NUI,nuiqsut,PAQT,70.2099990845,-151.00599670399998,38
EEK,eek,PAEE,60.21367264,-162.0438843,12
KUK,kasigluk,PFKA,60.87440109,-162.5240021,48
KWT,kwethluk,PFKW,60.790298461899994,-161.444000244,25
KWK,kwigillingok,PAGG,59.876499,-163.169005,18
MLL,marshall,PADM,61.8642997742,-162.026000977,103
RSH,russian,PARS,61.7788848877,-161.319458008,51
WTL,tuntutuliak,\N,60.335278,-162.666944,16
KEK,ekwok,\N,59.35694399999999,-157.471111,135
KGK,koliganek,PAJZ,59.726600647,-157.259002686,269
KLL,levelock,\N,59.12805600000001,-156.858611,39
KMO,manokotak,PAMB,58.9902000427,-159.050003052,100
TWA,twin,\N,59.07444399999999,-160.275,82
CIK,chalkyitsik,PACI,66.6449966431,-143.74000549299998,544
EAA,eagle,PAEG,64.77639771,-141.151001,908
HUS,hughes,PAHU,66.04109955,-154.26300049999998,299
HSL,huslia,PAHL,65.69789886,-156.3509979,220
LIV,livingood,\N,65.531111,-148.541111,696
MNT,minto,\N,65.14361099999999,-149.37,460
NUL,nulato,PANU,64.72930145263672,-158.07400512695312,399
RMP,rampart,\N,65.507778,-150.14083300000001,302
TAL,tanana,\N,65.179556,-152.07583300000002,207
VEE,venetie,PAVE,67.0086975098,-146.365997314,574
WBQ,beaver,PAWB,66.36219787600001,-147.406997681,359
CEM,central,PACE,65.57379913,-144.78300480000001,937
SHG,shungnak,PAGH,66.88809967041,-157.16200256348,197
KBC,brich,\N,66.25670799999999,-145.815319,450
CXF,coldfoot,\N,67.251389,-150.17611100000002,1014
IYK,inyokern,KIYK,35.65879822,-117.83000179999999,2457
VIS,visalia,KVIS,36.3186988831,-119.392997742,295
MCE,merced,KMCE,37.28469849,-120.5139999,155
AGN,angoon,PAGN,57.503601,-134.58500700000002,0
ELV,elfin,PAEL,58.1952018738,-136.347000122,0
TKE,tenakee,\N,57.779722,-135.218333,0
PEC,pelican,\N,57.955278,-136.236389,0
CYM,sitka,\N,57.515,-134.946111,0
FNR,funter,PANR,58.2543983459,-134.897994995,0
EXI,excursion,\N,58.420556000000005,-135.449167,0
HNH,hoonah,PAOH,58.0961,-135.410111,19
AFE,kake,PAFE,56.9613990784,-133.910003662,172
CGA,craig,\N,55.478889,-133.14777800000002,0
HYL,hollis,\N,55.481667,-132.64611100000002,0
MTM,metakatla,PAMM,55.13100051879883,-131.5780029296875,0
KTB,thorne,\N,55.688056,-132.536667,0
HYG,hydaburg,PAHY,55.206298828125,-132.8280029296875,0
WHD,hyder,\N,55.903332999999996,-130.006667,0
KPB,point,\N,56.351943999999996,-133.6225,0
PPV,port,\N,56.328889000000004,-133.61,0
WWP,north,\N,56.116389,-133.121667,0
KCQ,chignik,\N,56.255,-158.77527800000001,50
EGX,egegik,PAII,58.1855010986,-157.375,92
KCL,chignik,\N,56.311111,-158.534167,25
KBW,chignik,\N,56.295556000000005,-158.401398,0
KPV,perryville,PAPE,55.905998,-159.162993,29
PIP,pilot,PAPN,57.5803985596,-157.572006226,57
WSN,south,PFWS,58.7033996582,-157.007995605,162
AKK,akhiok,PAKH,56.9387016296,-154.182998657,44
KYK,karluk,PAKY,57.5671005249,-154.449996948,137
KLN,larsen,PALB,57.535099029499996,-153.977996826,87
OLH,old,\N,57.218056000000004,-153.269722,55
KOZ,ouzinkie,\N,57.922876,-152.50051100000002,55
ORI,port,\N,57.885278,-152.846111,52
ALZ,lazy,\N,56.899443999999995,-154.247778,0
AOS,amook,\N,57.471389,-153.815278,0
KKB,kitoi,\N,58.190833,-152.370556,0
KMY,moser,\N,57.02555600000001,-154.145833,0
KOY,olga,\N,57.161389,-154.229722,0
KPY,port,\N,57.93,-153.040556,0
KPR,port,\N,58.49,-152.582222,0
SYB,seal,\N,58.166667000000004,-152.5,0
WSJ,san,\N,57.730278000000006,-153.320556,0
KWP,point,\N,57.77,-153.548889,0
KZB,zachar,\N,57.55,-153.75,0
ABL,ambler,PAFM,67.106300354,-157.85699462899998,334
BKC,buckland,PABL,65.9815979004,-161.149002075,31
IAN,kiana,PAIK,66.9759979248,-160.43699646,166
OBU,kobuk,PAOB,66.9123001099,-156.897003174,137
ORV,noorvik,PFNO,66.81790161,-161.01899719999997,55
WLK,selawik,PASK,66.60009766,-159.98599240000001,17
