,total_departure,average_departure_delay,average_departure_taxi,average_departure_cancelled,averge_departure_distance,total_arrival,average_arrival_delay,average_arrival_taxi,average_arrival_diverted,averge_arrival_distance,city,latitude,longitude,altitude_ft,city_id,temp_avg,pcp_avg
SJT,530,9.013461538461538,7.815384615384615,0.018867924528301886,228.0,530,8.576923076923077,3.0942307692307693,0.0,228.0,san,31.35770034790039,-100.49600219726562,1919,4520,65.4265560165975,1.9139834024896265
SLC,131694,3.7497311356373038,18.95204418709328,0.005330538976718757,684.8504867343994,131674,0.8921790962443114,6.728548473486877,0.0014125795525312514,685.2514695384054,salt,40.78839874267578,-111.97799682617188,4227,22698,49.691286307053936,1.8131535269709538
SMF,45692,5.504505695463458,9.997553719008264,0.00704718550293268,653.1627418366454,45687,1.9176016753003418,4.374854020227839,0.00045964935320769586,653.047672204347,sacramento,38.69540023803711,-121.59100341796876,27,13048,62.28132780082989,1.7422821576763479
SMX,1372,-0.8035714285714286,9.717261904761905,0.02040816326530612,135.0,1377,-2.972572275759822,3.8628613787991104,0.007988380537400145,134.760348583878,santa,34.89889908,-120.4570007,261,13733,58.99585062240665,1.3945228215767627
SNA,45876,4.364327253502511,13.084686749377465,0.010855349202197228,746.3464120673119,45880,1.4231023684558726,6.576364557854609,0.0018308631211857017,745.3665213600698,santa,33.67570114,-117.86799620000001,56,13037,64.65435684647306,0.9464730290456431
SPI,1442,6.235714285714286,11.344531808434596,0.029819694868238558,174.0,1444,3.8698435277382646,3.4911158493248045,0.0006925207756232687,174.0,springfield,39.84410095,-89.67790222,598,15928,53.248132780082955,3.293112033195022
SPS,299,12.23826714801444,11.28158844765343,0.07357859531772576,113.0,299,4.88768115942029,7.971119133574007,0.0033444816053511705,113.0,wichita,33.98880005,-98.49189758,1019,4407,64.00456431535275,2.427883817427385
SRQ,5684,10.193199929165928,11.799220272904483,0.007213230119634061,662.0798733286418,5688,6.637232348256946,4.473842347119123,0.0012306610407876231,662.0854430379746,sarasota,27.39539909362793,-82.55439758300781,30,2492,73.62904564315352,4.368132780082988
STL,58702,6.821469179616167,11.66480523957256,0.011720213962045586,663.1215801846615,58691,2.5331286332821583,4.684811631151918,0.001414186161421683,661.7438278441329,louis,38.74869918823242,-90.37000274658205,618,23638,56.6970954356846,3.5189626556016584
SUN,2465,-0.9349112426035503,9.58284023668639,0.04056795131845842,223.0,2525,0.6975465313028765,2.952300548754749,0.04396039603960396,223.0,hailey,43.50439835,-114.2959976,5318,19830,42.67593360995851,1.4729875518672193
SUX,56,-2.018867924528302,12.584905660377359,0.05357142857142857,234.0,56,-8.90566037735849,3.7222222222222223,0.017857142857142856,234.0,sioux,42.40259933,-96.38439941,1098,18910,48.440248962655595,2.552240663900417
SWF,2119,6.213467048710601,16.356767097082734,0.013213780084945729,736.1354412458707,2119,5.873447946513849,5.354454502143878,0.002831524303916942,736.1354412458707,newburgh,41.50410079956055,-74.10479736328125,491,8827,49.96970954356844,3.983734439834026
SYR,9336,6.790148961617919,16.140152339499455,0.015745501285347043,462.6726649528706,9330,5.447829398324448,4.641894828335507,0.0017148981779206859,460.2662379421222,syracuse,43.11119842529297,-76.1063003540039,421,9085,47.054771784232365,3.695228215767634
TEX,176,0.14012738853503184,19.445859872611464,0.10795454545454546,387.0,176,0.2893081761006289,6.075,0.045454545454545456,387.0,telluride,37.9538002,-107.90799709999999,9070,12518,45.535269709543556,1.4701659751037341
TLH,5806,10.911083830235006,14.316251316251316,0.01877368239751981,328.6624181880813,5805,7.743103145317168,3.565346881569727,0.003962101636520241,328.6640826873385,tallahassee,30.396499633789066,-84.35030364990234,81,2524,67.98547717842327,4.457925311203321
TOL,1352,1.956027293404094,10.267830045523521,0.02514792899408284,175.19082840236686,1352,3.191666666666667,2.9046898638426626,0.0014792899408284023,175.19082840236686,toledo,41.58679962,-83.80780029,683,22161,51.16597510373442,2.974190871369294
TPA,69000,7.47606495303284,12.393629107434165,0.005,814.6129275362318,69002,3.203735837501276,4.64812496360566,0.00163763369177705,814.4736384452625,tampa,27.975500106811523,-82.533203125,26,2065,72.92531120331945,4.4875933609958505
TRI,2612,7.326224328593997,15.082180956143816,0.031010719754977028,225.3468606431853,2613,6.2030757097791795,3.788499409216227,0.001148105625717566,225.34328358208955,bristol,36.47520065307617,-82.40740203857422,1519,8779,56.57800829875518,3.7974688796680494
TUL,20735,4.903137254901961,11.710636002549895,0.01659030624547866,505.6863274656378,20731,4.813389614214195,4.540689992659653,0.0041483768269740965,505.26351840239255,tulsa,36.19839859008789,-95.88809967041016,677,21235,60.39834024896271,3.388257261410787
TUS,21786,3.448842144109235,10.791197637940579,0.005278619296796108,611.0799596070872,21782,3.742993027658494,4.545052107350364,0.001331374529427968,614.0331466348362,tucson,32.116100311279304,-110.94100189208984,2643,19436,68.51908713692949,0.9154771784232365
TVC,4578,4.300111731843575,13.877906976744185,0.023154215814766274,259.42747924858014,4581,2.97228430934287,3.9785762106672617,0.0019646365422396855,259.4298188168522,traverse,44.74140167236328,-85.58219909667969,624,25005,45.29751037344397,2.714854771784233
TWF,1514,-4.120724346076459,10.150905432595573,0.015852047556142668,175.0,1449,1.3796491228070176,3.2613875262789067,0.002070393374741201,175.0,twin,42.48180008,-114.487999,4154,19950,48.169294605809114,1.0332365145228224
TXK,1353,6.308053166536356,7.591229444009397,0.05617147080561715,181.0,1352,7.540265832681783,3.0852228303362,0.0,181.0,texarkana,33.45370101928711,-93.99099731445312,390,15076,64.29460580912863,4.218755186721991
TYR,1315,7.794912559618442,8.653937947494033,0.04410646387832699,103.0,1315,8.722133757961783,4.089682539682539,0.003041825095057034,103.0,tyler,32.35409927368164,-95.40239715576172,544,5566,65.56514522821575,3.840995850622406
TYS,14259,7.046850449935723,14.315157578789394,0.018725015779507678,478.0073637702504,14251,4.108083042020404,4.154563576819023,0.0021051154304961056,478.7261244824925,knoxville,35.81100082,-83.99400329999999,981,8569,58.838589211618284,4.469751037344398
VLD,1046,9.388510223953261,12.17933723196881,0.019120458891013385,208.0,1046,9.2119140625,3.9922103213242455,0.0038240917782026767,208.0,valdosta,30.78249931335449,-83.27670288085938,203,17227,66.98381742738587,4.138381742738589
VPS,6959,9.846379360891234,14.439794419970632,0.02155482109498491,410.5321166834315,6958,9.35577064085643,6.429511553085698,0.0035929864903707963,410.59514228226504,valparaiso,30.4832,-86.525398,87,2510,67.16804979253112,5.02045643153527
WYS,340,-6.779411764705882,8.191176470588236,0.0,273.0,340,-3.9587020648967552,3.523529411764706,0.0029411764705882353,273.0,yellowstone,44.68840027,-111.11799620000001,6649,26356,40.18630705394191,2.0044398340248963
XNA,13755,7.796676149124121,13.595218466611707,0.02995274445656125,526.8534351145038,13764,6.735768394209855,4.960809196775156,0.005521650682941005,527.0715634989829,bentonville,36.281898,-94.30680100000001,1287,15451,58.123651452282175,3.9078423236514532
YUM,3194,-0.09687598611549385,13.423295454545455,0.008140262993112084,182.84658735128366,3193,0.06778058007566204,5.0544710327455915,0.0018791105543376136,182.88568744127778,yuma,32.65660095,-114.6060028,213,19512,73.19668049792531,0.36713692946058113
