airport_code,total_departure,average_departure_delay,average_departure_taxi,average_departure_cancelled,averge_departure_distance,total_arrival,average_arrival_delay,average_arrival_taxi,average_arrival_diverted,averge_arrival_distance,city,latitude,longitude,altitude_ft,city_id,temp_avg,pcp_avg
LYH,872,9.121922626,13.5123095,0.021788991,389,872,11.83704572,3.098360656,0.001146789,389,lynchburg,37.3266983,-79.20040131,938,12274,56.49419087,3.728672199
MAF,6523,5.101805729,9.189912827,0.015330369,388.4885789,6526,5.978186351,3.582064035,0.003371131,388.4532639,midland,31.94249916,-102.2020035,2871,5711,65.06390041,1.239004149
MBS,3444,1.475765685,14.43679189,0.026713124,176.8098142,3443,5.521674584,3.693562741,0.001161778,170.8512925,saginaw,43.53290176,-84.07959747,668,25332,48.14979253,2.769626556
MCI,50403,6.441888426,12.51730912,0.010336686,678.9352816,50397,3.570984186,5.444139616,0.002658888,678.411592,kansas,39.2976,-94.713898,1026,25679,55.3439834,3.239792531
MCO,120944,8.367914803,13.11870001,0.005556291,902.0166523,120936,3.338964845,7.074938279,0.001678574,902.1548422,orlando,28.42939949,-81.30899811,96,2196,72.81618257,4.167095436
MDT,6659,6.051132884,13.9018076,0.019822796,509.4273915,6656,5.334712644,4.435466626,0.003455529,509.596905,harrisburg,40.19350052,-76.76339722,310,10252,51.96224066,3.943443983
MDW,84047,10.83705052,11.71223573,0.006710531,792.5629707,84046,0.976239719,5.224890934,0.003783642,792.5714966,chicago,41.7859993,-87.75240326,620,16435,50.19377593,3.267966805
MEI,672,4.851908397,12.48091603,0.025297619,267,672,10.50762195,3.810030395,0.00297619,267,meridian,32.33259964,-88.75189972,297,26705,64.26431535,4.628298755
MEM,71713,4.753998702,17.27209224,0.012257192,521.9015799,71721,2.72090748,7.41797721,0.001840465,520.2451583,memphis,35.04240036,-89.97669983,341,8810,61.96141079,4.703236515
MFE,4529,2.705119607,10.99105346,0.012806359,423.2086553,4528,4.199731303,4.158552925,0.003312721,423.2323322,mcallen,26.17580032,-98.23860168,107,4348,75.15892116,1.884522822
MFR,4358,7.934050514,10.22851791,0.020651675,405.9713171,4354,5.662676056,3.470987365,0.005282499,405.830271,medford,42.37419891,-122.8730011,1335,28359,50.76182573,2.959917012
MGM,4142,8.629948365,15.78406296,0.018590053,226.7752294,4144,4.726333907,3.429027505,0.001447876,226.8513514,montgomery,32.30059814,-86.39399719,221,14440,65.15435685,4.27186722
MHK,254,11.54065041,11.56504065,0.031496063,431,255,6.44534413,3.85483871,0.007843137,431,manhattan,39.14099884,-96.67079926,1057,26057,54.51908714,2.719792531
MHT,14753,8.204031263,12.39330773,0.01152308,674.6539687,14757,4.350613728,4.541712329,0.001151996,674.2894897,manchester,42.93259811,-71.43569946,266,3157,47.0626556,4.06439834
MIA,63943,14.44462317,16.66904375,0.008882911,1018.363855,63949,8.11505293,8.583321499,0.002877293,1018.360866,miami,25.79319954,-80.29060364,8,2864,76.33070539,4.592406639
MKE,44534,6.404557561,13.85779691,0.014528226,571.2715229,44552,3.553219178,5.27265267,0.00197522,571.6137996,milwaukee,42.94720078,-87.89659882,723,1122,47.73900415,2.931825726
MLB,1948,13.03846154,13.62226847,0.013347023,443,1946,12.42165539,4.010400416,0.001027749,443,melbourne,28.10280037,-80.64530182,33,2660,73.05228216,4.176473029
MLI,7925,6.120427615,11.7940987,0.020694006,474.7194953,7926,5.779008371,3.732321934,0.001892506,478.3130204,moline,41.44850159,-90.50749969,590,16458,50.38713693,3.18219917
MLU,2314,8.427935943,9.9386121,0.02852204,354.4641314,2315,9.623889876,3.510421286,0.001727862,354.4241901,monroe,32.51089859,-92.03769684,79,6150,65.06970954,4.68879668
MOB,6691,7.341772152,11.71315227,0.020475265,377.439994,6691,6.157380553,3.863608656,0.001942908,377.4026304,mobile,30.69120026,-88.24279785,219,14684,67.25394191,5.289543568
MOD,1679,14.57310302,10.15740741,0.035139964,78,1679,11.20997537,2.721674877,0,78,modesto,37.62580109,-120.9540024,97,12926,61.92406639,1.126680498
MOT,332,3.951923077,13.11217949,0.060240964,449,332,7.546325879,5.920634921,0.009036145,449,minot,48.25939941,-101.2799988,1716,7475,40.48672199,1.477966805
MQT,833,2.757020757,10.2967033,0.016806723,249.6338535,833,9.813186813,4.595615104,0.003601441,249.5534214,gwinn,46.35359955,-87.395401,1221,24883,40.50580913,2.767842324
MRY,6087,5.663085446,10.32230989,0.02135699,279.4583539,6089,3.727257412,3.381775466,0.008704221,279.4618164,monterey,36.5870018,-121.8430023,257,13935,59.04481328,1.654439834
MSN,12902,4.625138165,13.66363636,0.019531856,337.6744691,12897,3.636026511,4.446055639,0.001240599,348.971001,madison,43.13990021,-89.33750153,887,1010,46.93817427,3.188381743
MSO,3181,3.341904762,11.82115629,0.010374096,568.8978309,3183,2.772900763,4.757931472,0.005026704,568.5428841,missoula,46.91630173,-114.0910034,3206,26322,41.79211618,2.439958506
MSP,119732,5.587820691,18.69105753,0.009963919,801.6820566,119759,2.911453263,8.185746035,0.001778572,802.0931621,minneapolis,44.88199997,-93.22180176,841,24417,45.27095436,2.661825726
MSY,35755,6.707664182,11.04135137,0.005845336,640.2312684,35754,4.037130873,4.528927246,0.001398445,639.937014,new,29.99340057,-90.25800323,4,6090,69.43817427,5.21406639
MTJ,2587,7.189580885,12.46159875,0.013529184,402.2493235,2585,3.922895358,3.813333333,0.003481625,402.4081238,montrose,38.50979996,-107.8939972,5759,12828,48.35103734,1.21253112
MWH,402,-4.200507614,10.95177665,0.019900498,141,404,-7.174242424,4.217171717,0,141,grant,47.20769882,-119.3199997,1189,36,50.50788382,0.662033195
MYR,4511,7.349299593,15.90436355,0.01950787,309.0157393,4515,7.559333483,3.780427447,0.00110742,309.0584718,myrtle,33.67969894,-78.92829895,25,27558,63.90456432,4.08593361
OAJ,1574,9.918954248,11.7,0.027954257,397.0177891,1573,9.849019608,2.631578947,0.006357279,397.0165289,jacksonville,34.82920074,-77.61209869,94,7186,62.65767635,4.672780083
OAK,49707,5.46785518,9.173065179,0.01172873,655.6453819,49708,-0.559122928,5.455555556,0.000523055,656.4710107,oakland,37.72129822,-122.2210007,9,14178,59.48091286,1.525186722
OKC,22050,5.413613531,11.50076104,0.016780045,540.64322,22044,5.588732004,4.735346931,0.003130103,541.581791,oklahoma,35.39310074,-97.60070038,1295,20983,61.04273859,3.01746888
OMA,25592,5.952777118,12.87192704,0.014692091,618.0468506,25585,5.138894393,4.874401677,0.002306039,618.3439124,omaha,41.30319977,-95.89409637,984,8204,51.06141079,2.754979253
ONT,25453,4.807800436,9.928483745,0.008014772,532.5152634,25457,3.016296824,4.374090478,0.000274973,532.6726637,ontario,34.05599976,-117.6009979,944,13894,67.11659751,0.512697095
ORD,313848,9.722700257,17.20779606,0.021468991,679.9099723,313769,3.212406649,9.599413342,0.002399855,680.1727927,chicago,41.97859955,-87.90480042,672,16289,50.19377593,3.267966805
ORF,15238,8.16881392,13.04883721,0.012403203,568.7206326,15245,6.731242108,4.394435243,0.003542145,575.4882256,norfolk,36.89459991,-76.20120239,26,12081,60.97676349,3.99626556
OTH,1396,14.62992701,10.41970803,0.019340974,296.2005731,1395,5.891812865,2.970824216,0.009318996,296.2910394,north,43.417099,-124.2460022,17,28370,52.92780083,5.467095436
OXR,1171,-1.917832168,9.447944007,0.023911187,49,1171,-2.976460331,3.303400174,0,49,oxnard,34.20080185,-119.2070007,45,13428,58.53153527,1.485352697
PBI,25500,10.34531435,13.15564433,0.008666667,869.7080784,25496,6.719214164,4.673003953,0.002157201,869.5211013,palm,26.68320084,-80.09559631,19,2221,75.1473029,4.483651452
PDX,52242,3.888882482,12.26730237,0.004574863,929.770338,52251,1.143921886,4.19211311,0.001492794,930.195135,portland,45.58869934,-122.5979996,31,28361,51.74813278,5.151701245
PFN,3812,10.30327215,13.77907905,0.014428122,297.2649528,3812,7.254855015,3.081253319,0.003147954,297.2649528,panama,30.212099,-85.6828,20,2682,68.38423237,4.676431535
PHF,5962,10.4526889,11.63744681,0.014592419,485.6628648,5962,10.22231687,4.88786796,0.002012747,485.6259644,newport,37.13190079,-76.49299622,42,11974,60.40124481,4.022116183
PHL,92846,10.25979167,24.42025964,0.018643776,936.761336,92851,7.010912131,7.559790601,0.003037124,941.1882909,philadelphia,39.87189865,-75.2410965,36,11154,55.49709544,3.978506224
PHX,183502,6.273028823,14.86075665,0.006392301,881.6385816,183491,0.873096475,7.110988884,0.001406064,881.2320822,phoenix,33.43429947,-112.012001,1135,19443,71.51369295,0.672738589
PIA,4864,3.457397202,11.96264063,0.031455592,321.6988076,4862,3.420985556,3.928086551,0.001439737,321.7494858,peoria,40.66419983,-89.69329834,660,16478,51.7219917,3.202987552
PIH,1436,-3.941967445,11.33474876,0.016713092,150,1436,-1.139929329,3.28975265,0,150,pocatello,42.90980148,-112.5960007,4452,19937,45.33029046,1.549170124
PIR,3,37,17.66666667,0,1046.666667,3,20.5,4.666666667,0.333333333,1046.666667,pierre,44.38270187,-100.2860031,1744,28829,46.38423237,1.571037344
PIT,34708,7.786652684,15.21855231,0.011870462,658.1096577,34706,4.45995977,5.902971392,0.001872875,662.442546,pittsburgh,40.49150085,-80.23290253,1203,10478,51.85975104,3.570248963
PLN,359,7.008645533,12.41786744,0.033426184,244.0222841,359,-1.59375,4.857954545,0.002785515,244.0222841,pellston,45.57089996,-84.79669952,721,25487,43.86887967,2.808630705
PNS,9494,7.621888412,12.88540773,0.018432694,392.9643986,9499,6.047327753,4.25888651,0.003579324,392.8778819,pensacola,30.47340012,-87.18659973,121,2097,67.62821577,5.110912863
PSC,2870,0.902875175,10.78323395,0.006620209,638.9735192,2871,0.055966209,4.783508772,0.00522466,638.9850226,pasco,46.26470184,-119.1190033,410,319,51.92033195,0.786182573
PSP,11276,3.441912422,12.08457756,0.008070238,503.2807733,11278,1.525134168,4.847039914,0.002748714,503.2347047,palm,33.82970047,-116.5070038,477,13160,68.91576763,0.60373444
PVD,18274,8.468173279,13.09164272,0.01006895,696.3268031,18269,4.391121676,4.68216455,0.001258963,697.1441239,providence,41.73260117,-71.42040253,55,11641,50.19294606,4.277717842
PWM,6508,7.757604265,14.75710027,0.020897357,580.0434849,6510,5.23056468,3.971245507,0.001075269,582.2211982,portland,43.64619827,-70.30930328,76,20147,45.66887967,4.142614108
RAP,3864,4.004008552,11.405832,0.032608696,387.8405797,3861,3.343147752,4.062433298,0.004921005,387.7353017,rapid,44.04529953,-103.0569992,3204,28519,46.31991701,1.542406639
RDD,1433,11.34348442,9.939093484,0.014654571,199,1433,8.613636364,3.777146913,0.000697837,198.8988137,redding,40.50899887,-122.2929993,505,12948,55.65435685,3.491701245
RDM,3176,3.786303107,10.87591241,0.008501259,352.6215365,3177,0.993970168,3.406785035,0.001888574,352.7834435,redmond,44.2541008,-121.1500015,3080,28488,44.48049793,1.823692946
RDU,53382,8.208678786,15.18473689,0.015829306,530.6423139,53371,4.89013312,5.043900027,0.00133031,533.6036424,raleigh,35.87760162,-78.78749847,435,6919,60.33112033,3.940207469
RHI,41,0.051282051,11,0.048780488,190,41,6.58974359,4.358974359,0,190,rhinelander,45.63119888,-89.46749878,1624,1083,40.55477178,2.800207469
RIC,16913,7.952501355,16.52440053,0.018802105,526.9298764,16908,6.18823813,5.616560356,0.001833452,526.7455051,richmond,37.50519943,-77.31970215,167,12233,58.493361,3.885062241
RKS,1767,0.81903094,11.27810304,0.034521788,219.8087153,1764,2.211538462,3.146767618,0.00170068,219.6814059,rock,41.59420013,-109.0650024,6764,3125,42.49004149,0.765352697
RNO,19316,5.244671426,10.76779944,0.006833713,494.1579002,19317,2.296914966,4.62357355,0.003054304,493.978154,reno,39.49909973,-119.7679977,4415,11708,49.60165975,0.982489627
ROA,3730,9.371816168,15.23508188,0.034316354,369.8873995,3731,8.047222222,5.036750484,0.00804074,354.7097293,roanoke,37.32550049,-79.97540283,1175,12088,56.90207469,3.640497925
ROC,13126,8.197272586,15.04248062,0.017217736,474.7698461,13127,5.896805137,5.717043787,0.002056829,475.8922069,rochester,43.1189003,-77.67240143,559,9493,48.63651452,2.941576763
ROW,1114,7.234003656,8.800731261,0.017953321,458.983842,1114,10.011883,4.125912409,0.001795332,459.3123878,roswell,33.30160141,-104.5309982,3671,3860,59.88630705,1.094688797
RST,2861,2.237509051,10.77608696,0.035302342,262.670395,2858,1.300036193,3.644974693,0.003848845,257.5346396,rochester,43.90829849,-92.5,1317,24542,44.62489627,3.040414938
RSW,26306,6.591065555,12.43676358,0.006348362,882.1499278,26296,2.775203003,4.688628021,0.001673258,882.0461287,fort,26.53619957,-81.75520325,30,2239,74.9593361,4.308091286
SAF,289,10.80633803,9.697183099,0.020761246,573.8062284,289,4.911660777,5.547368421,0.006920415,573.8062284,santa,35.61709976,-106.0889969,6348,4102,50.14605809,1.169004149
SAN,82747,5.443985274,13.11691764,0.008870412,835.7353862,82733,2.245245013,3.691783494,0.00235698,840.8700881,san,32.73360062,-117.1900024,17,12999,63.47053942,0.984024896
SAT,38068,5.576825464,10.69199852,0.006619733,648.5229064,38072,3.865712699,3.985527914,0.001602227,649.3629439,san,29.53370094,-98.46980286,809,4576,69.60705394,2.594647303
SAV,11172,10.35110664,16.16974744,0.022019334,511.2704977,11169,7.161494095,5.630272047,0.002775539,511.0650013,savannah,32.12760162,-81.20210266,50,17475,67.27842324,3.787344398
SBA,11399,4.606246118,10.00993965,0.01166769,297.1765944,11400,1.701967387,4.032749159,0.002192982,292.4845614,santa,34.42620087,-119.8399963,13,13570,58.99585062,1.394522822
SBN,4526,9.851614381,12.60517874,0.035793195,235.9547061,4527,4.279006155,3.708010924,0.001767175,236.3417274,south,41.70869827,-86.31729889,799,17789,49.59377593,3.396348548
SBP,4073,7.353203067,9.322532773,0.007611097,250.2221949,4070,3.312003968,3.510759337,0.003931204,250.3970516,san,35.23680115,-120.6419983,212,13430,59.95850622,1.293195021
SCE,830,0.568603214,12.65427509,0.027710843,300,830,0.044499382,6.885326757,0.002409639,300,state,40.84930038,-77.84870148,1239,11446,48.89751037,3.676763485
SDF,19028,8.940431195,13.22991262,0.013664074,448.6426319,19025,5.81233344,5.88517001,0.001839685,454.2181866,louisville,38.1744,-85.736,501,27640,56.65103734,4.357261411
SEA,100948,5.101500468,16.4272607,0.004764829,1249.587441,100922,0.612951792,6.769214689,0.001763738,1252.50539,seattle,47.44900131,-122.3089981,433,106,47.88340249,6.242821577
SFO,136488,9.952895787,16.75225539,0.011261063,1029.921466,136532,7.292237613,5.986796108,0.001274427,1019.585321,san,37.61899948,-122.375,13,13741,57.21369295,2.292033195
SGF,8370,8.652184525,13.54032258,0.022819594,421.9548387,8365,7.66853864,4.656878275,0.002271369,425.3085475,springfield,37.24570084,-93.38860321,1268,23258,56.21078838,3.751825726
SGU,2797,-1.755563532,9.133357297,0.005720415,282.5856275,2796,-0.670032456,3.616960115,0.004291845,282.5339771,stgeorge,37.03638889,-113.5103056,2941,22811,56.63236515,1.238298755
SHV,5235,5.475674611,10.55627834,0.031327603,342.8949379,5234,6.120379522,5.199054001,0.005731754,342.8374092,shreveport,32.44660187,-93.82559967,258,6237,65.72365145,4.211659751
SJC,48809,4.042024635,10.74019628,0.010571821,625.1389908,48803,0.8909878,4.047989731,0.000512264,625.8349282,san,37.36259842,-121.9290009,62,14283,58.75560166,1.907344398
SJT,530,9.013461538,7.815384615,0.018867925,228,530,8.576923077,3.094230769,0,228,san,31.35770035,-100.4960022,1919,4520,65.42655602,1.913983402
SLC,131694,3.749731136,18.95204419,0.005330539,684.8504867,131674,0.892179096,6.728548473,0.00141258,685.2514695,salt,40.78839874,-111.9779968,4227,22698,49.69128631,1.813153527
SMF,45692,5.504505695,9.997553719,0.007047186,653.1627418,45687,1.917601675,4.37485402,0.000459649,653.0476722,sacramento,38.69540024,-121.5910034,27,13048,62.2813278,1.742282158
SMX,1372,-0.803571429,9.717261905,0.020408163,135,1377,-2.972572276,3.862861379,0.007988381,134.7603486,santa,34.89889908,-120.4570007,261,13733,58.99585062,1.394522822
SNA,45876,4.364327254,13.08468675,0.010855349,746.3464121,45880,1.423102368,6.576364558,0.001830863,745.3665214,santa,33.67570114,-117.8679962,56,13037,64.65435685,0.946473029
SPI,1442,6.235714286,11.34453181,0.029819695,174,1444,3.869843528,3.491115849,0.000692521,174,springfield,39.84410095,-89.67790222,598,15928,53.24813278,3.293112033
SPS,299,12.23826715,11.28158845,0.073578595,113,299,4.887681159,7.971119134,0.003344482,113,wichita,33.98880005,-98.49189758,1019,4407,64.00456432,2.427883817
SRQ,5684,10.19319993,11.79922027,0.00721323,662.0798733,5688,6.637232348,4.473842347,0.001230661,662.085443,sarasota,27.39539909,-82.55439758,30,2492,73.62904564,4.36813278
STL,58702,6.82146918,11.66480524,0.011720214,663.1215802,58691,2.533128633,4.684811631,0.001414186,661.7438278,louis,38.74869919,-90.37000275,618,23638,56.69709544,3.518962656
SUN,2465,-0.934911243,9.582840237,0.040567951,223,2525,0.697546531,2.952300549,0.043960396,223,hailey,43.50439835,-114.2959976,5318,19830,42.67593361,1.472987552
SUX,56,-2.018867925,12.58490566,0.053571429,234,56,-8.905660377,3.722222222,0.017857143,234,sioux,42.40259933,-96.38439941,1098,18910,48.44024896,2.552240664
SWF,2119,6.213467049,16.3567671,0.01321378,736.1354412,2119,5.873447947,5.354454502,0.002831524,736.1354412,newburgh,41.5041008,-74.10479736,491,8827,49.96970954,3.98373444
SYR,9336,6.790148962,16.14015234,0.015745501,462.672665,9330,5.447829398,4.641894828,0.001714898,460.2662379,syracuse,43.11119843,-76.10630035,421,9085,47.05477178,3.695228216
TEX,176,0.140127389,19.44585987,0.107954545,387,176,0.289308176,6.075,0.045454545,387,telluride,37.9538002,-107.9079971,9070,12518,45.53526971,1.470165975
TLH,5806,10.91108383,14.31625132,0.018773682,328.6624182,5805,7.743103145,3.565346882,0.003962102,328.6640827,tallahassee,30.39649963,-84.35030365,81,2524,67.98547718,4.457925311
TOL,1352,1.956027293,10.26783005,0.025147929,175.1908284,1352,3.191666667,2.904689864,0.00147929,175.1908284,toledo,41.58679962,-83.80780029,683,22161,51.1659751,2.974190871
TPA,69000,7.476064953,12.39362911,0.005,814.6129275,69002,3.203735838,4.648124964,0.001637634,814.4736384,tampa,27.97550011,-82.53320313,26,2065,72.9253112,4.487593361
TRI,2612,7.326224329,15.08218096,0.03101072,225.3468606,2613,6.20307571,3.788499409,0.001148106,225.3432836,bristol,36.47520065,-82.40740204,1519,8779,56.5780083,3.79746888
TUL,20735,4.903137255,11.710636,0.016590306,505.6863275,20731,4.813389614,4.540689993,0.004148377,505.2635184,tulsa,36.19839859,-95.88809967,677,21235,60.39834025,3.388257261
TUS,21786,3.448842144,10.79119764,0.005278619,611.0799596,21782,3.742993028,4.545052107,0.001331375,614.0331466,tucson,32.11610031,-110.9410019,2643,19436,68.51908714,0.915477178
TVC,4578,4.300111732,13.87790698,0.023154216,259.4274792,4581,2.972284309,3.978576211,0.001964637,259.4298188,traverse,44.74140167,-85.5821991,624,25005,45.29751037,2.714854772
TWF,1514,-4.120724346,10.15090543,0.015852048,175,1449,1.379649123,3.261387526,0.002070393,175,twin,42.48180008,-114.487999,4154,19950,48.16929461,1.033236515
TXK,1353,6.308053167,7.591229444,0.056171471,181,1352,7.540265833,3.08522283,0,181,texarkana,33.45370102,-93.99099731,390,15076,64.29460581,4.218755187
TYR,1315,7.79491256,8.653937947,0.044106464,103,1315,8.722133758,4.08968254,0.003041825,103,tyler,32.35409927,-95.40239716,544,5566,65.56514523,3.840995851
TYS,14259,7.04685045,14.31515758,0.018725016,478.0073638,14251,4.108083042,4.154563577,0.002105115,478.7261245,knoxville,35.81100082,-83.9940033,981,8569,58.83858921,4.469751037
VLD,1046,9.388510224,12.17933723,0.019120459,208,1046,9.211914063,3.992210321,0.003824092,208,valdosta,30.78249931,-83.27670288,203,17227,66.98381743,4.138381743
VPS,6959,9.846379361,14.43979442,0.021554821,410.5321167,6958,9.355770641,6.429511553,0.003592986,410.5951423,valparaiso,30.4832,-86.525398,87,2510,67.16804979,5.020456432
WYS,340,-6.779411765,8.191176471,0,273,340,-3.958702065,3.523529412,0.002941176,273,yellowstone,44.68840027,-111.1179962,6649,26356,40.18630705,2.004439834
XNA,13755,7.796676149,13.59521847,0.029952744,526.8534351,13764,6.735768394,4.960809197,0.005521651,527.0715635,bentonville,36.281898,-94.306801,1287,15451,58.12365145,3.907842324
YUM,3194,-0.096875986,13.42329545,0.008140263,182.8465874,3193,0.06778058,5.054471033,0.001879111,182.8856874,yuma,32.65660095,-114.6060028,213,19512,73.1966805,0.367136929
